symbol,date,open,close,low,high,volume,market_cap
KCS,2018-03-16T00:00:00.000Z,2.6580901146,2.4005100727,2.2810299397,2.6680901051,951563.0,218549814.369
KCS,2018-03-17T00:00:00.000Z,2.3985199928,2.1937799454,2.0810799599,2.4264400005,566419.0,199728479.267
KCS,2018-03-18T00:00:00.000Z,2.1892399788,2.2865200043,1.8367099762,2.2865200043,941802.0,208171814.136
KCS,2018-03-19T00:00:00.000Z,2.3318400383,2.7006299496,2.2825798988,2.8243100643,975747.0,245873662.338
KCS,2018-03-20T00:00:00.000Z,2.7272601128,3.0824799538,2.6731200218,3.2006700039,729026.0,280638460.909
KCS,2018-03-21T00:00:00.000Z,3.1073400974,2.9114599228,2.8556599617,3.2150499821,574578.0,265068274.051
KCS,2018-03-22T00:00:00.000Z,2.9140899181,2.7384400368,2.7319200039,3.1050000191,516824.0,249316001.042
KCS,2018-03-23T00:00:00.000Z,2.7361199856,2.9156899452,2.5949299335,2.9156899452,416390.0,265453386.263
KCS,2018-03-24T00:00:00.000Z,2.930439949,2.9078199863,2.8415699005,3.0258300304,453680.0,264736877.255
KCS,2018-03-25T00:00:00.000Z,2.8599200249,3.0337998867,2.8097200394,3.0362300873,375644.0,276206483.969
KCS,2018-03-26T00:00:00.000Z,3.0305500031,2.714400053,2.5572800636,3.0459699631,545413.0,247127325.495
KCS,2018-03-27T00:00:00.000Z,2.7208199501,2.5441999435,2.5394399166,2.7525498867,430255.0,231631793.959
KCS,2018-03-28T00:00:00.000Z,2.5298600197,2.6193699837,2.5070900917,2.6440401077,365329.0,238475501.982
KCS,2018-03-29T00:00:00.000Z,2.6221299171,2.3148200512,2.2568800449,2.6221299171,450453.0,210748333.186
KCS,2018-03-30T00:00:00.000Z,2.310849905,2.2514600754,2.1455099583,2.3802099228,371995.0,204979843.891
KCS,2018-03-31T00:00:00.000Z,2.2615699768,2.2796900272,2.2244100571,2.3884599209,243438.0,207549989.927
KCS,2018-04-01T00:00:00.000Z,2.270539999,2.2325799465,2.1258199215,2.3113899231,239712.0,203260950.616
KCS,2018-04-02T00:00:00.000Z,2.2485799789,2.2783300877,2.2337601185,2.3263399601,299196.0,207426171.343
KCS,2018-04-03T00:00:00.000Z,2.296309948,2.5077400208,2.2772300243,2.5181000233,475328.0,228312363.408
KCS,2018-04-04T00:00:00.000Z,2.5241000652,2.2904500961,2.2474200726,2.5241000652,772786.0,208529613.424
KCS,2018-04-05T00:00:00.000Z,2.2845499516,2.2014400959,2.1688799858,2.2845499516,675789.0,200425869.23
KCS,2018-04-06T00:00:00.000Z,2.1987900734,2.0856599808,2.04260993,2.2192900181,973296.0,189884901.89
KCS,2018-04-07T00:00:00.000Z,2.0870499611,2.2114799023,2.073210001,2.2831299305,2266270.0,201339941.713
KCS,2018-04-08T00:00:00.000Z,2.2107100487,2.3874299526,2.1818699837,2.4404299259,7052220.0,217358970.935
KCS,2018-04-09T00:00:00.000Z,2.390059948,2.3602600098,2.2560400963,2.5710799694,510533.0,214885330.56
KCS,2018-04-10T00:00:00.000Z,2.3638401031,2.469039917,2.344700098,2.4953598976,288943.0,224788996.367
KCS,2018-04-11T00:00:00.000Z,2.4939200878,2.7485799789,2.4676799774,2.7485799789,467717.0,250239177.832
KCS,2018-04-12T00:00:00.000Z,2.7423899174,3.2559700012,2.6904900074,3.2559700012,912990.0,296433524.164
KCS,2018-04-13T00:00:00.000Z,3.2818200588,3.0686399937,3.0659101009,3.4375400543,797970.0,279378424.737
KCS,2018-04-14T00:00:00.000Z,3.0546200275,3.1509900093,3.0356600285,3.2955400944,434670.0,286875822.045
KCS,2018-04-15T00:00:00.000Z,3.1565899849,3.3173999786,3.0316700935,3.3445799351,780335.0,302026300.323
KCS,2018-04-16T00:00:00.000Z,3.3183400631,3.1429600716,3.0682199001,3.3298900127,511989.0,286144746.145
KCS,2018-04-17T00:00:00.000Z,3.1430499554,3.0392899513,3.0364100933,3.1894600391,461536.0,276706310.456
KCS,2018-04-18T00:00:00.000Z,3.0430800915,3.092040062,3.0142300129,3.14406991,567154.0,281508832.715
KCS,2018-04-19T00:00:00.000Z,3.0917100906,3.2625501156,3.0577299595,3.311150074,990456.0,247074790.729
KCS,2018-04-20T00:00:00.000Z,3.2680199146,3.4753699303,3.2236399651,3.5018899441,892672.0,263191771.913
KCS,2018-04-21T00:00:00.000Z,3.4823999405,3.5756599903,3.3145198822,3.6372599602,784779.0,270786791.381
KCS,2018-04-22T00:00:00.000Z,3.612639904,4.058909893,3.596050024,4.3748397827,2092260.0,307383592.233
KCS,2018-04-23T00:00:00.000Z,4.055659771,4.8348698616,4.052189827,4.9433197975,1525880.0,366147489.985
KCS,2018-04-24T00:00:00.000Z,4.8514900208,5.176680088,4.7021698952,5.176680088,2218320.0,392032958.168
KCS,2018-04-25T00:00:00.000Z,5.144370079,4.1793298721,3.8047499657,5.144370079,2589310.0,316503068.194
KCS,2018-04-26T00:00:00.000Z,4.2129998207,4.5041499138,4.0897798538,4.5209097862,954491.0,341101873.891
KCS,2018-04-27T00:00:00.000Z,4.5114102364,4.294549942,4.2099499702,4.5862498283,1035090.0,325228745.161
KCS,2018-04-28T00:00:00.000Z,4.2786002159,4.4242300987,4.2713198662,4.4791297913,655375.0,335049486.257
KCS,2018-04-29T00:00:00.000Z,4.4275999069,4.2846097946,4.2561597824,4.5332999229,1113370.0,324475983.236
KCS,2018-04-30T00:00:00.000Z,4.357530117,4.0737099648,4.0281400681,4.3976697922,951300.0,308504404.757
KCS,2018-05-01T00:00:00.000Z,4.0789499283,4.079870224,3.903660059,4.0896401405,771306.0,308970905.105
KCS,2018-05-02T00:00:00.000Z,4.0751800537,4.0927400589,3.8525600433,4.1405100822,821589.0,309945557.619
KCS,2018-05-03T00:00:00.000Z,4.0879001617,4.6267700195,3.9560201168,4.6267700195,1640740.0,350387957.12
KCS,2018-05-04T00:00:00.000Z,4.608399868,4.7183499336,4.3758997917,4.7458600998,1312800.0,357323363.27
KCS,2018-05-05T00:00:00.000Z,4.6898498535,4.6779398918,4.5954999924,4.867650032,1003860.0,354263090.694
KCS,2018-05-06T00:00:00.000Z,4.6832799911,4.4161400795,4.3119401932,4.7538399696,760232.0,334436825.897
KCS,2018-05-07T00:00:00.000Z,4.4186000824,4.2805299759,4.0994000435,4.4324197769,767700.0,324167002.486
KCS,2018-05-08T00:00:00.000Z,4.3003501892,4.2653698921,4.170030117,4.3772802353,738447.0,323018926.953
KCS,2018-05-09T00:00:00.000Z,4.260529995,4.2114300728,4.1269302368,4.2942399979,656216.0,318934019.684
